sentence,count
zebra hoof in grass,1
house across from fence,1
fencing covering house,1
person one ear,1
fur belongs to cat,1
leg belong to cat,1
head belongs to cat,1
hair with part,1
soil on surface,1
tree trunks in wood,1
girl outstretched arm,1
airplane side window,1
control tower for air traffic,1
bottle has green,1
cockpit on aeroplane,1
beet with root,1
zebra has end,1
nose section on aeroplane,1
tail on aeroplane,1
sheep with neck,1
white car with headlight,1
eye in elephant,1
post making up fence,1
wheel from plane,1
roof under pole,1
windows panel on train,1
train being in use,1
bus in window,1
spot of fur on animal,1
spot on fur on animal,1
grass off field,1
tailfin of plane,1
two windows on door,1
water on cup,1
one leg has one leg,1
person young mouth,1
handle has piece,1
hair out of head,1
person young hand,1
light in train yard,1
cone with circle,1
train car riding on track,1
train has back door,1
beam on outside of building,1
chimney with top,1
wheel for vehicle,1
nose has cow,1
clock has number 17,1
door on top side of airplane,1
window row on airplane,1
horn covered in hair,1
metal door handle,1
hair with hairline,1
wrist has wrist guard,1
brown suitcase handle,1
red hair on person,1
tooth of bird,1
cell phone cord,1
teeth of bird,1
crust on mini pizza,1
mans face with beard,1
leg touching zebra,1
wheel of grey car,1
train cars on rail,1
house with brick,1
base for baseball,1
oven rack belonging to oven,1
corner part of building,1
bird with white feather,1
bird with raised leg,1
base of baseball field,1
horse has white leg,1
tire for bus,1
racket has purplle handle,1
horse has horse shoe,1
dugout near baseball field,1
flamingo on leg,1
flamingo has beak,1
is a wooded area,1
cats nose near cat,1
red hair part of person,1
door leads to building,1
ear filled with hair,1
sidewalk has sidewalk line,1
wave in ocean near shore,1
wave at edge of ocean,1
giraffes mouth on giraffe,1
window of passenger side door,1
wheel on toy car,1
dead animal has leg,1
city has tall buildings,1
window railway car,1
tiled wall on wall,1
cliff has slope,1
handle used on apparatus,1
left paw of bear,1
person worn legging,1
drawer near table,1
keyboard with computer,1
beach on edge of water,1
sky blended with cloud,1
clock on dial,1
light has light bulb,1
branch attached to trunk,1
worker has eye,1
worker has head,1
wing of a jet plane,1
light on train rear,1
display at museum,1
pilot car has light,1
bat pictured motion,1
mast for boat,1
mast of vessel,1
shoulder strap on bag,1
trunk in plant,1
jets engine on airplane,1
child observing elephant,1
frame near painting,1
feather on vulture,1
black pony tail in hair,1
road near railroad tracks,1
train has traffic light,1
window on black train,1
wheel on black train,1
dog has dogs ears,1
dust on carpet,1
kid has short hair,1
surf board small fin,1
snail has part,1
finger nail attached to finger,1
tip belonging to finger,1
hot dogs has yellow mustard,1
bicycle on chain,1
chain near bicycle,1
leg belonging to elephant statue,1
groin area of person,1
label for bottle,1
is ocean water,1
person with light colored hair,1
tail on right giraffe,1
pole has signage,1
baseball field and grass,1
toilet seat on hinge,1
window on railroad car,1
horse with long mane,1
two heads of zebra,1
zebra legs planted firmly,1
zebra has white ear,1
zebra hoof black,1
large tree has many branches,1
lid lifted up on toilet,1
umbrella has underside,1
engine on toy train,1
wire plugged in wall,1
zebra had white inner leg,1
sheep on its leg,1
flower in grass field,1
zebra has long legs,1
lid flipped up on toilet,1
grey shirt has collar,1
zebra has big head,1
zebra has big nose,1
zebra has small eye,1
is a shower stall,1
zebra has hidden tail,1
zebra leg has stripes,1
zebra leg close to head,1
faucet has sink,1
boy stands with hand,1
hook part of beak,1
seed pods on grass,1
coffe cup has handle,1
figure on face,1
button of sweater,1
bird seen eye,1
wing on side bird,1
bolt on lock,1
bird of leg,1
giraffe seen nose,1
giraffe seen mouth,1
giraffe has small horns,1
giraffe seen ear,1
plant with blossom,1
pink flowers on plant,1
female with foot,1
female with hand,1
sidewalk down street,1
tree branch behind tree branch,1
vegetation includes tree,1
zebra had head,1
is a part of a fence,1
nose on man face,1
person has neat hair,1
person hair groomed,1
mound at baseball field,1
pole in middle of fence,1
hair on man head,1
plane has plane door,1
train door has rail,1
faucet near kitchen sink,1
bus has break lights,1
all hands of clock,1
building has rows of windows,1
water has rapid,1
building has achitecture,1
crack across sidewalk,1
grass across ground,1
tabletop of table,1
tail of wood horse,1
window to airplane,1
door to aircraft,1
person with raised foot,1
side near crate,1
ear shadow of zebra,1
plant of tree trunk,1
bike has motorcycle kickstand,1
train light on right,1
guy with face visible,1
index finger on left hand,1
building roof of building,1
earring in a womans ear,1
bus attached to wire,1
blackbag strapped on shoulder,1
train tracks has rail,1
reflection visible in water,1
small bananas on stalk,1
pupil on cat,1
brake on car,1
cat has black ear,1
ch button on remote,1
right door of train,1
left door of train,1
orange surrounded by leaf,1
tree and branch,1
person covered leg,1
person opens h mouth,1
left front leg of horse,1
left rear leg of horse,1
tooth on animal,1
right eye on bear,1
bear closing mouth,1
cargo door of plane,1
bicycle with bicycle seat,1
front view of train,1
eye in water,1
arm over water,1
person raises h arm,1
black bag has shoulder strap,1
truck has two windows,1
license plate on front of car,1
zebras hoof in dirt,1
people has food,1
family eating meal,1
door on or side of subway train,1
moss covered tree,1
door of subway train,1
overhead light light on train,1
cat face looking,1
cat fluffy ear,1
black zebra tail,1
one zebra looking,1
restroom inside someones house,1
object reflecting in mirror,1
balcony on top,1
snow is white in ground,1
edge of a brick building,1
sheep with hair,1
toilet lid open,1
window for car,1
ram has hair,1
face of brown dog,1
cauliflower has cauliflower,1
kite hanging from part,1
grass covered with leaf,1
part of piece,1
stem between leaf,1
stem of tomatoe,1
wall wall made of brick,1
the wall made of brick,1
building visible out window,1
yard with fence,1
bathroom has scale,1
wheel on motor bike,1
roof in picture,1
teeth of tool,1
drawer with silverware,1
toilet with brown lid,1
clock with clock hand,1
table has wood grain,1
handle on paper umbrella,1
gutter coming from roof,1
ball field has pitchers mound,1
sheep has black ear,1
airplane wing with engine,1
black face of sheep,1
sheep face dark,1
virgin aircraft has door,1
vegetation among tree,1
rim of truck tire,1
line across court,1
fireplace mantel on fireplace,1
fireplace mantel on wall,1
shelf on book,1
couch with wooden,1
trunk of some tree,1
stairway and railing,1
face has teeth,1
toe nails on elephant,1
cheek has face,1
mouse goes to computer,1
wall has an upper portion,1
flower on tree limb,1
beach near sea,1
doorway in front of train,1
light on left side of passenger train,1
headlight in front of passenger train,1
front windshield of passenger train,1
post to fencing,1
flower between branch,1
tiny filaments of mushroom,1
tile adorning wall,1
door for bus,1
feather of goose,1
hair on front leg,1
foot has toe nail,1
wave breaking into ocean,1
brown dogs has tail,1
ice maker on appliance,1
appliance with ice maker,1
arm attached to guy,1
person have on eyeglass,1
laptop screen on,1
shirt on with sleeve,1
grey cloud in sky,1
lid in bathroom stall,1
patch of grass on field,1
water over wave,1
sun reflection reflecting on water,1
eye on rabbit,1
top light on train,1
door on right front of train,1
bank on river,1
yolk from egg,1
paper made of paper,1
bag strap across back,1
blue sky seen through cloud,1
bag strap near womans shoulder,1
finger in front of person,1
wristwatch with face,1
grass has seed,1
lake has grass,1
barrel of gun,1
wing has wing flaps,1
leg of rabbit,1
front grill on car,1
center lines painted on street,1
center lines painted on roadway,1
center lines painted on road,1
road with painted line,1
large glass in front of building,1
eye ring of person,1
brown cow brown ear,1
thumb of right hand,1
nail above finger,1
window behind blind,1
stairway entrance into building,1
engine of cargo train,1
chicken has wing,1
chicken has neck,1
black tail of animal,1
brown nose on teddy bear,1
artifact at museum,1
laptop and screen,1
wall are tiled,1
fuel tank of plane,1
lady with her thumb,1
car has seat belt,1
window top frame,1
end of cat tail,1
giraffe legs on ground,1
head attached below mane,1
butt of giraffe,1
yellow tail kite,1
streamer tail kite,1
window set into wall,1
door at front of airplane,1
mouth on brush zebra,1
ear on brush zebra,1
leaf in surface,1
tail on brush zebra,1
rear leg on zebra,1
side door for entering on train,1
zebra has spikey mane,1
tail hanging from zebra,1
headlight on left front of train,1
door area on train,1
cereal has cereal,1
fence made up of post,1
the back door of plane,1
salt in a salt shaker,1
right leg on zebra,1
ocean waves breaking,1
flower in salt,1
cat near persons leg,1
wall on room,1
sauce over pizza,1
car parked in light,1
lamppost with traffic light,1
lunch has soup,1
line forming boundaries on tennis court,1
pole has signpost,1
wire from house,1
edge belonging to plate,1
bird has head feather,1
hand on left side,1
carrot in vegetable,1
shop sign with lettering,1
dessert topped with fruit,1
slab near house,1
slab outside house,1
knee off person,1
donut hole in donut,1
basket on sink,1
twilight time of night,1
post hold up fence,1
bulb with plant,1
person has combed hair,1
wave in beautiful ocean,1
tree branches has leaf,1
animal on tongue,1
train wheel on track,1
parrot with tail,1
bird with bird eyes,1
bird with underside,1
tennis net has top,1
seat behind bicycle,1
tail of ear elephant,1
leg baby elephant,1
bag has drawstring,1
knob for cupboard,1
cat has back fur,1
car tire on pavement,1
running board on car,1
secondfloor window on building,1
top built onto tower,1
arm reaching reaching for something,1
elephant lifting tail,1
brown giraffe mane,1
hand throwing ball,1
dust on surface,1
girl on leg,1
bird has long beak,1
clock hands indicate noon on clock,1
onion has part,1
glass near window,1
apple with skin,1
animal in jacket,1
tennis court has sideline,1
door side of train,1
bear with red nose,1
cabinet with cabinet door,1
tree contain foliage,1
wall near stadium,1
boy with pony tail,1
old vehicle has roof,1
old vehicle has hood,1
balcony near apartment building,1
cow nose and mouth of cow,1
wall covering water,1
wing has ridge,1
ridge on wing,1
giraffe looks at giraffe,1
goat has hind thigh,1
fence above pole,1
dog seen head,1
cockpitarea of plane,1
dog of tongue,1
plane has windshield area,1
metal poles on fence,1
rubber tire of bicycle,1
girl has her hair up,1
handle to car door,1
light on roof of car,1
floor in front of toilet,1
water has reflections in it,1
white sailboat mast,1
ear on bear statue,1
brindle dog has nail,1
brindle dog has tongue,1
t shirt in image,1
mast mounted on sailboat,1
peak of building roof,1
glove with thingy,1
top of dogs ear,1
spine of thick book,1
jar has mouth,1
tail on seagull,1
dollar in wallet,1
wallet has money,1
flamingo with head,1
right foot of elephant,1
bird bending head,1
collar covering neck,1
collar for shirt,1
eye on horse head,1
pole partly metal,1
people with bird,1
bird with people,1
several birds with people,1
cloud are blue,1
cloud cover in air,1
handle to white door,1
ripple on surface of pond,1
horse has white tail,1
tower has another balcony,1
shirt on button,1
brindle dog has ear,1
tree trunk in middle,1
desktop and mouse,1
white line painted on playing field,1
tree touching water,1
scene shows section of grass,1
street shows line,1
ear has headset,1
flower on leafy bush,1
leaf of leafy bush,1
leafy bush with flower,1
leaf in leafy bush,1
black keys with white letters,1
chair wood chair,1
sun reflection seen in water,1
wall made out of stone,1
wall comprised of stone,1
window covered with shutter,1
led light on train,1
refrigerator with water and ice maker,1
ice and water maker on refrigerator,1
beverage containing coconut water,1
netting on court,1
boy has eye ball,1
house other side of fence,1
tree under light,1
balcony built on building,1
dish filled with candy,1
coal car of train,1
ear near hat,1
child climbing onto elephant,1
person has neckline,1
spot on giraffe giraffe,1
word on blade of scissors,1
people showing teeth,1
subwoofer in speaker,1
old wall of brick,1
writing on sign post,1
food resting on napkin,1
goat whose wool has been shaved,1
dog behind leg,1
injury on giraffes neck,1
bathroom sink on faucet,1
leg up on person,1
ball on mans hand,1
paned window has frame,1
fur on a cats paw,1
animal on nose,1
short mane on zebras back,1
jar contains lid,1
an adult zebra and is,1
jar contains label,1
crust on pizza piece,1
adult zebra adult zebra,1
snow covering mountain range,1
roof over bus,1
guy has side beard,1
wrist has arm band,1
tail behind bull,1
fender of car,1
door in front house,1
hand bolted onto clock,1
head of polar bears,1
mouth of polar bears,1
window outside of airplane,1
cabin door of plane,1
wheel near bike,1
mall containing store,1
board made of board,1
water faucet in kitchen,1
sheep has black ears,1
puddle contains water,1
puddle on surface of ground,1
bus on bus stop,1
left window on bus,1
reflected light on water,1
lock car door,1
car door lock,1
brown has tail,1
brown has eye,1
dog small tongue,1
white spot on giraffe,1
fence made with pole,1
people eat food,1
key hole door,1
gem on necklace,1
ear on right of person,1
ripple splashing in water,1
direction sign on pole,1
horse wearing headgear,1
long neck has mane,1
vein on green leaf,1
bedroom has telephone,1
business has door,1
light above motorcycle,1
building has white roof,1
boy has childs hand,1
window in airport,1
wheel of lorry,1
boy had hairband,1
mouth has face,1
right foot on skateboard,1
horse hast head,1
windshield wiper on left window,1
left window on passenger train,1
fence has fence section,1
runway part of airport,1
water near to wall,1
glass train window,1
double train car,1
wheel on front left of bus,1
headlight on right of bus,1
childs hand of boy,1
handle in photo,1
tall window on wall,1
hair from sheep,1
zipper to black jacket,1
concerte wall of building,1
body has face,1
sand at water,1
eye part of baby,1
nose part of baby,1
cheek part of person,1
hair part of lady,1
egg are white,1
toast has crust,1
person has foot raised,1
written on bus,1
finger outside of baseball glove,1
drain of shower,1
trunk lid on car,1
car of trunk,1
water near bay,1
arm in air on person,1
short hair belonging to person,1
girl with closed eye,1
water tree on picture,1
bay window in house,1
blind down on window,1
cow with neck,1
calf in cow,1
reflection reflections on waters edge,1
finger on left,1
finger on right,1
balcony constructed to building,1
fruit tree with fruit,1
top on pineapple,1
base of fruit tree,1
hair in ponytail on girl,1
trunk of fruit tree,1
engine below a right wing,1
roof shingles on roof shingles,1
finial on tower,1
underbelly of dog,1
stamen of flower,1
handle of wheelbarrow,1
boarding door open on bus,1
bellybutton of person,1
windows line of plane,1
column under structure,1
ection of windows on plane,1
brown head of cow,1
window for airplane,1
wave hits ocean,1
handle part of knife,1
eye looking ahead on dog,1
tail of adult giraffe,1
front leg of adult giraffe,1
forehead on horse,1
train has black door,1
camera and lens,1
tail light on blue car,1
bag across shoulder,1
railroad car has engine,1
track at railway station,1
person has big eye,1
bird has  eye,1
nail of index fingers,1
bicycle tire on front of bicycle,1
window has blue curtain,1
mouse connected with computer,1
raincoat has button,1
rear of bear,1
trunk of stump,1
the reflection on water,1
image on lake,1
fence post near cow,1
window all bus,1
propeller on plane engine,1
wooden pole of fence,1
three pieces of fish,1
boy positioned hand,1
slice of pizza has cheese,1
part near hair,1
train had engine,1
fruit in front of orange,1
light shining from motorcycle,1
numeral on clock tower,1
leg on pony,1
ear of pony,1
person has h arm,1
hair on pony,1
front tire part of motorcycle,1
person in dark colors,1
pole out of ground,1
sole of paw,1
post and fence,1
feather above bird,1
stripe on gazelle,1
nose part of ape,1
ape has finger,1
ape has arm,1
book has book cover,1
spot on surface of banana,1
ape has fingernail,1
banana visible through peel,1
ape has head,1
lid covering toilet seat,1
helmet attached to handle bars,1
jacket has brass buttons,1
wheel on front bus,1
bird has red breast,1
motercycle kick kickstand,1
wheel of motercycle,1
tire attached to wagon,1
water has breaking wave,1
person holds with her hand,1
tire of wagon,1
train has box car,1
eye on black dog,1
water in front of tree,1
tree with wood,1
structure has point,1
lip and teeth,1
eye part of sheep,1
liscense plate on bus,1
headstone of grave,1
side mirror attached to motorcycle,1
pavement has road,1
collar under shirt,1
locomotive has wheel,1
front on locomotive,1
liquid has foam,1
back of chair behind table,1
horse swishes tail,1
horse extends tail,1
dog leg leg,1
window on older vehicles,1
metal silverware on table,1
medium brown wooden table,1
drawer has a white handle,1
amusement park has car,1
building with brick wall,1
birds flock of bird,1
wing with feather,1
flying bird with wing,1
wing of flying bird,1
motorcycle has two seat,1
fence post near gate,1
entrance on fence,1
wave rising from ocean,1
pole fence stake,1
headlight ar on train,1
curtain hung in window,1
steel railroad track,1
train attached to car,1
wheel of firetruck,1
side mirror of motorcycle,1
head with muzzle,1
pier has building,1
windshield wiper on rear window,1
window of nearest building,1
framed window of window,1
knife held by hand,1
window has reflection of light,1
house outside of window,1
bed has straw headboard,1
ear on stuffed dog,1
crust on large pizza,1
bicycle tire of bike,1
branch with tree branches,1
pipe coming out of toilet,1
wave against shore,1
chair arm on chair,1
railway tracks at station,1
leg on head of elephant,1
sign under bus window,1
car outside door,1
cheese all over pizza,1
reflection in display window,1
glass adorning building,1
two zebras with stripe,1
cushion in sofa,1
water in body,1
beak on pheasant,1
pheasant with beak,1
pheasant with neck,1
another zebra has mane,1
top window near bus,1
zebra has white legs,1
toilet seat above toilet,1
another zebra has white legs,1
w in sign,1
pillow has hole in cover,1
leg ends in paw,1
hat has knit crown,1
floor has concrete,1
stairway into building,1
picture in television,1
sunlight reflected on surface of water,1
faint clouds in blue sky,1
rainbow tail on kite,1
giraffe moving with its leg,1
head at top of giraffe,1
babys ears on zebra,1
white legs of another zebra,1
zebra of leg,1
pavement near lake,1
window on front train car,1
cake in dessert,1
bus with headlights on,1
stove for kitchen,1
shoeblue laces has lace,1
pole stuck into ground,1
car has a front license plate,1
crack of sidewalk,1
roofing on house,1
stop line on road,1
signal light of bike,1
trash on side of th road,1
closed doors near train,1
closed doors on train,1
double doors near passenger train,1
closed doors on passenger train,1
hand has pointer finger,1
pinky finger has fingernail,1
person has upper teeth,1
table and four chairs,1
table has four chairs,1
pizza has baked crust,1
ripple where hand touches water,1
train has wheel section,1
windshield of blue truck,1
number signifier on clock,1
rock in middle of road,1
taillight of harley davidson,1
headlight of harley davidson,1
seat of harley davidson,1
letter at top of bus,1
clothes in drawer,1
jeep has front window,1
bear snout brown,1
something in grass,1
head of squirrel,1
string hanging off shoe,1
license plate on back oc vehicle,1
brim part of hat,1
sky with partial cloud,1
brown patches on giraffe,1
tail has horse,1
cat has right back paw,1
couch cushion on back of couch,1
giraffe mouth on giraffe,1
train windows has windshield wipers,1
door on yellow train,1
wheel on train tracks,1
train has several wheels,1
bird while flying,1
bird white tail,1
horse on a  horses head,1
grass trunk of elephant,1
umbrella with hand,1
back end of giraffe,1
flower near shrubbery,1
giraffe has skinny tail,1
person has an opened mouth,1
motorcycle engine with various components,1
green water has reflection,1
box with shell on it,1
image of animal head,1
house lining street,1
window building window,1
flag attached to mailbox,1
finger and fingernail,1
peddle of bicycle,1
motorcycle tire on motorcycle,1
view of elephant,1
hair at end of giraffes tail,1
ripple on pool of water,1
pony legs legged horse,1
person sticking out arm,1
spinach attached to stem,1
charcoal has ash,1
red hair belonging to person,1
flower throughout grass,1
bull grows fur,1
lemon that has been juiced,1
horse hooves of one horse,1
cruise ship near bridge,1
boy raised leg,1
holder of umbrella,1
elephant has curved tail,1
powdered sugar near donut,1
vest has zipper,1
cabinet has opening,1
lock on brief case,1
crack in top of crust,1
wall of building near road,1
drawer part of dresser,1
wall of building behind road,1
television set has screen,1
line behind fence,1
ear tag attached to cow,1
black on tail,1
train car next car,1
brick outside on brick,1
eye of foal,1
flower surrounded by leaf,1
siding on nearby building,1
window in a nearby building,1
net in front of tennis player,1
person has gray beard,1
large silver pan has handle,1
shelf and cupboard,1
clock has 4 numbers,1
mirror has bus,1
number twelve on clock,1
tree branch in trunk,1
thumb has hand,1
small wooden floor,1
window on biplane,1
wing on craft,1
planters balcony on building,1
shingle of building,1
propeller on craft,1
wave against boat,1
twig in elephants trunk,1
red car attached to train,1
car pulling train,1
propeller helps fly plane,1
left foot of elephant,1
rock near sea shore,1
a white ceramic plate,1
hand has umbrella,1
person with blonde facial hair,1
scene has handle on knife,1
knife handle inside hand,1
cutting board made of wood,1
right burner on stove,1
back burner on stove,1
propeller in motion airplane,1
tail on bi plane,1
leaf on yellow flower,1
person extending finger,1
hole in planter,1
wave moves across ocean,1
reflection on water on water surface,1
tennis court has portion,1
train cars part of traffic,1
bark of tree trunk,1
window on roof of car,1
headlight sitting on motorcycle,1
person wearing head piece,1
room with ceiling,1
person on pay phone booth,1
seat mounted on bicycle,1
swimmer has mouth,1
part of work area floor,1
head of working person,1
arm extended over water,1
cat with cat paw,1
baby has brown eye,1
people with red hair,1
wave rolling from ocean,1
wave near shoreline,1
person with something in h mouth,1
handle on tooth brush,1
tire on tow truck,1
coat on animal,1
ceramic tiles on wall,1
lawn outside house,1
harness in head,1
horse front hoof,1
head has two ears,1
tree has turning leaf,1
water has shoreline,1
nose part of airplane,1
runway located in airport,1
bike has a back wheel,1
section of refrigerator,1
pull chain for flushing toilet bowl,1
boy of arm,1
two eyes of person,1
door and handle,1
rear door on bus,1
bus door on side,1
row of windows on bus,1
rear door of bus,1
bus door at front,1
light near light train,1
clock on face ix,1
clock on face viii,1
clock on face vii,1
clock on face ii,1
tow truck has mirror,1
clock on face iii,1
clock on face iv,1
clock on face v,1
car part of engine,1
clock on face vi,1
part of tree branch,1
open eye on giraffe,1
pull chain for toilet bowl,1
thigh on zebra,1
cloud hanging over top,1
street has painted white lines,1
beak has pointy tip,1
giraffe head on handlebar,1
flower under banana,1
flowered plant in grass,1
horse has eyeball,1
wheel of bicyle,1
trash bin has bag,1
heel off of ground,1
two propeller plane,1
plane front wheel,1
lid mounted on toilet,1
wheel above plane,1
thumb of body,1
airplane has seat,1
control knob on oven,1
part of windowsill,1
bird has seed,1
cockpit at top of plane,1
cloudsw in sky,1
clock with hands clock with,1
bike has rubber tires,1
street has white painted lines,1
tea in bag,1
bathroom floor on wall,1
bathroom floor for restroom,1
bag has tea,1
bird biting feather,1
sleeve shirt on person,1
sandwich made from bread,1
cat ear on left,1
sky filled with white clouds,1
sea produces wave,1
hair in armpit,1
sign that says sport,1
door handle with knob,1
symbol on computer,1
cat with cat ears,1
part of pizza crust,1
person hair person,1
adult giraffe has leg,1
adult giraffe has brown spot,1
banana peel outside of banana,1
face belonging person,1
mouth belonging to male,1
banana has center peel,1
banana has right peel,1
wave coming in from ocean,1
pitcher in photo,1
umbrella has white handle,1
skirt worn on person,1
reflection on wet ground,1
serrated edge on blade,1
frame in front of window,1
burner on toy stove,1
knob on toy stove,1
person with mouth gapped,1
cat licking mouth,1
edge on paper plate,1
pointer finger on human,1
hip of zebra,1
car on engine,1
middle car on train,1
headlight on roof,1
book shelf for book,1
railroad ties between track,1
tree trunk with tree,1
part of cab,1
left foot of cow,1
left ear ear of cow,1
clear water on ocean,1
sky shows between cloud,1
leaf near tree trunk,1
bird has pointy beak,1
bird has long neck,1
bird has a long neck,1
shore has shore,1
bike headlight on bike,1
left leg belongs to young woman,1
steering wheel in automobile,1
face mask has face mask,1
berry in leaf,1
thorn on branch,1
traffic light near train,1
screen of lap top,1
blue umbrella has handle,1
door knob in middle door,1
animal has giraffe tail,1
all signs on pole,1
pole with all signs,1
sun in area,1
boy sticking out head,1
meal has drink,1
dog brown ear,1
kite with strand,1
drain in double shower,1
right leg of zebra,1
person with long curly hair,1
person with dark blond hair,1
faucett over sink,1
wave in still water,1
reflection on still water,1
wave on still water,1
part of   toilet lid,1
hand grasp spoon,1
giraffe has brown patches,1
giraffe looking to right,1
wing span of plane,1
birds feet of bird,1
beak of cardinal,1
sleeve of   outfit,1
fencing on pole,1
text of sign,1
cat has a fluffy tail,1
scissors with hand,1
hand with scissors,1
wall behind  toilet,1
baseball pitcher on field,1
umbrella over flower,1
flower behind umbrella brim,1
trunk behind tree,1
flower behind umbrella,1
whisker attached to dog,1
baseball pitcher pitching baseball,1
collar attached to dog,1
electronics has wire,1
giraffe tail end of animal,1
cat sat on its leg,1
hair in girl pony,1
balcony above apartment complex,1
person has hair kerchief,1
car near front window,1
front window at front of bus,1
yellow flowers near tree,1
bus on front window,1
car wheel on front,1
drawer has drawer knob,1
giraffe has short horns,1
button in shirt,1
skateboard on two wheels,1
snow mountains in background,1
tail or animal,1
atv has tire,1
horse drinks water,1
road near pavement,1
part of pitchers mound,1
cat ears of cat,1
tail lights of truck,1
hair on brush,1
floor of washroom,1
rock hill among grass,1
object in pole,1
road with sidewalk,1
boy folding arm,1
this bark of tree,1
round face on clock,1
windshield wipers front passenger train,1
passenger train has set of two lights,1
plane has large wing,1
substance for food,1
tree covered with vine,1
center light on train,1
the edge of another plate,1
device with plate,1
bush of leaf,1
slat on red bench,1
front doorway on plane,1
wire in ceiling,1
nose belonging to mask,1
page belonging to book,1
city bus has windshield wiper,1
windshield of mercedes,1
two doors on cabinet,1
head light on headlight,1
head light on train engine,1
wagon on wheel,1
truck warning light,1
front on passenger train,1
windshield of motorcyle,1
wall between building,1
front flight of train,1
drawer has drawer handle,1
cows ears of cow,1
crest on bird,1
talon on seabird,1
zipper closing jacket,1
handle behind door,1
string brhind kite,1
handle of utensils on table,1
paw resting on cat,1
handle on front door,1
flower planted in flower bed,1
t shirt has design,1
clock face facing clock,1
person with outreached arm,1
trunk of snow,1
kite tail blowing in wind,1
cabinet had handle,1
branch behind pine needles,1
bark near trunk,1
bark laying on tree,1
trunk with car,1
branch of fallen tree,1
truck cab has four wheels,1
side mirror has attached mirror,1
truck has signal lights,1
doorway into hallway,1
grass in front of rock wall,1
eye on potato,1
belly under dog,1
branches of tree tree branches branches of a tree,1
side car has light,1
pine needles in foreground,1
body belongs to bear,1
person wearing head set,1
window at top train,1
blue sky scattered cloud,1
tail flying kite,1
peak adorning roof,1
leg has left leg,1
person wearing water,1
stonework near table,1
tableseat in dining room,1
metal pole on fence,1
bowl containing cereal,1
baseball pitcher playing game,1
stick made of stick,1
left leg has sock,1
suv wheel on car,1
seahorse has tail,1
chair next dining table,1
train car in background,1
rear window on vehicle,1
person wearing something on her wrist,1
leaf on top of of bush,1
sauce and food,1
sauce with food,1
net touching tennis court,1
building in entryway,1
mast from ship,1
door of suv,1
glove has finger missing,1
left tusk on elephant,1
pig has eye,1
clock only number 1,1
chin neck of person,1
parking lot in airport,1
seat at baseball stadium,1
clock displays number,1
bat batters hand,1
bear buries nose,1
bear has hind quarter,1
needle of pine trees,1
elephants tusk on elephant,1
mound has base,1
person has forhead,1
person wearing ear phones,1
foliage of wood,1
tail on back of animal,1
leg of baby zebra,1
tail on mother zebra,1
mother zebra has right eye,1
plane tire on aircraft,1
crown on skull,1
ear on white cow,1
jacket in zipper,1
older man has gray hair,1
feather near foot,1
tail feather belonging to bird,1
bird has orange feet,1
cycle has seat,1
window of steam engine train,1
front of steam engine train,1
person has muscular legs,1
dog has two ear,1
dog has two eye,1
passenger seat of bike,1
parking headlight on car,1
topping in pizza,1
window with  frame,1
cockpit with pilot,1
train front belonging to train,1
blade of leaf,1
sign has handwriting,1
animal at pond,1
back door of plane,1
four legs on dog,1
giraffes head of animal,1
side of giraffes head,1
two eyes of bear,1
two eyes on bear,1
bear has big ears,1
bear paws has fur,1
an elephants tail,1
tire has circle,1
headlight of left motorcycle,1
flash of camera,1
passenger door near plane,1
bird on tail end,1
right handle of toilet,1
cow on ear,1
wiper near bus,1
train halling car,1
stem belonging to fruit,1
four windows on building,1
parking lot on airport,1
wheel at front of airplane,1
yak has horn,1
intersection on highway,1
brick buildings has window,1
painted lines on street,1
person stretched out arm,1
mouth has bear,1
red train has headlight,1
front lights on train,1
wheel on red train,1
sugar on leaf,1
cat paws on cat,1
lady wearing hair,1
tree trunk behind tree trunk,1
camera has lense,1
tree and trunk,1
spotlight on bus,1
elbow on athlete,1
window to bus,1
burner on grill,1
fruit growing from citrus tree,1
yolk belonging to egg,1
dog with dog nose,1
gray spot on giraffe,1
giraffe has gray spot,1
dish for meal,1
branch has foliage,1
giraffes hoofs in dirt,1
giraffe has nose nose,1
giraffe has horns horn,1
giraffe has head horn,1
profile of persons face,1
picture has mountain,1
ponytail on people,1
tile on wall wall,1
urinal on bathroom wall,1
handle of urinal,1
monitor on tv,1
left window in train,1
foot on scale,1
hearth of fireplace,1
drain hole in toilet,1
tree with thorn,1
seat of second motorcycle,1
tv has program,1
tennis net sitting on court,1
chin of guy,1
food has seed,1
top roof portion of building,1
book shelf with lots of book,1
wood of building,1
ground full of dirt,1
rose has petal,1
knob on furniture,1
street near garbage,1
fence post of fence,1
pipe on toilet tank,1
patches of clouds in blue sky,1
sand at shorefront,1
seat belonging to bike,1
female has dark hair,1
black head on bird,1
knee of female,1
clouds white in sky of blue,1
grass growing wall,1
meal has vegetable,1
large trunk of tree,1
bear has fur coat,1
mountain tops are snowcapped,1
bird has eyeball,1
sheep in ear,1
long legs of bird,1
mountain with snow patches,1
button of cell phone,1
cloud in ocean,1
water has sun,1
cloud in sun,1
cloud block sun,1
wheel of skater,1
window reflection on window,1
mane has zebra,1
cloud scattered across sky,1
part tail of horse,1
chain made of chain,1
beak of parrott,1
airplane has passenger windows,1
hair contains hair part,1
black car with light,1
pole with object,1
window along side bus,1
cloud in blue sky in blue sky,1
